Name,GSM984510,GSM984511,GSM984512,GSM984513,GSM984514,GSM984515,GSM984516,GSM984517
COQ2,-1.12,-1.399,-1.322,-1.432,-2.59,-1.657,-2.456,-1.981
THBS1,0.76,0.4,0.108,0.41,0.244,0.955,0.431,0.284
A_24_P917682,0.0,0.0,0.2,0.445,-0.427,0.198,-0.296,0.383
A_24_P917686,0.0,-0.035,-0.022,-0.443,0.0,0.0,-0.39,-0.148
A_24_P917703,0.0,0.0,0.0,0.0,0.181,-0.066,0.0,0.0
PRKAB2,0.918,0.82,0.312,0.397,0.676,1.029,0.99,0.878
AGK,-0.024,0.124,-0.486,-0.581,0.0,0.085,0.453,-0.347
DCTN1,0.0,0.0,0.0,0.0,-0.338,0.0,0.388,0.11
A_24_P917766,0.283,-0.544,0.178,-0.004,0.013,-0.05,-0.021,0.069
A_24_P917783,0.214,-0.012,0.17,-0.131,0.426,0.599,0.34,0.206
A_24_P917796,0.0,0.253,0.0,0.09,0.0,0.0,0.0,0.0
ADM2,0.295,0.242,-0.612,0.488,0.0,0.0,0.804,-0.067
A_24_P917810,0.0,0.0,0.0,0.0,0.0,0.063,0.435,0.0
ANKRD30BP2,0.291,-0.067,-0.459,-0.101,-0.335,-0.604,-0.305,-0.649
TMED10,0.739,0.42,0.248,0.319,0.089,-0.102,0.378,-0.074
A_24_P917836,1.246,1.263,1.517,1.633,1.659,1.873,1.562,1.582
TNRC6A,0.0,-0.076,0.0,0.0,0.0,0.333,0.178,-0.093
SET,-0.233,-0.024,0.051,0.1,0.335,0.066,0.254,0.251
HEATR1,0.0,0.249,-0.118,0.0,-0.641,0.404,0.0,0.0
MUC5AC,0.253,-0.257,0.342,0.152,-0.335,0.885,0.673,0.12
A_24_P917895,0.0,0.0,0.071,0.116,0.0,0.0,0.0,-0.068
A_24_P917897,0.064,0.416,0.091,0.019,0.258,-0.294,-0.161,-0.359
A_24_P917915,0.151,-0.35,-0.385,0.0,0.0,0.0,0.0,-0.672
U2AF1,-0.833,-0.693,-0.536,-0.749,-0.524,-0.517,-0.613,-0.631
NOC2L,0.214,0.505,0.181,0.521,0.156,0.411,0.038,0.056
A_24_P917971,0.545,0.051,-0.409,0.042,0.741,-0.207,0.449,-0.126
A_24_P918007,1.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_24_P918017,-0.093,0.226,0.063,0.0,0.113,0.0,0.658,-0.066
WHAMMP3,0.0,-0.318,-0.315,-0.136,-0.196,-0.021,0.147,0.082
A_24_P918044,0.282,0.116,-0.001,0.335,0.105,0.237,-0.156,-0.274
PXMP2,-0.384,0.326,-0.007,-0.512,0.116,0.393,-0.013,0.187
A_24_P918121,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0
A_24_P918131,0.53,0.0,0.0,0.866,0.0,0.0,0.17,0.0
LOC100506262,0.476,-0.476,0.0,-1.077,-0.256,0.0,-0.511,0.049
FBXO32,-1.999,-1.58,-1.317,-1.281,0.134,0.188,0.21,-0.044
CBFA2T2,0.106,0.523,-0.331,-0.192,0.434,0.4,-0.328,0.376
LOC653581,0.0,0.0,0.393,0.0,0.152,0.0,0.0,-0.078
C13ORF41,0.264,0.189,0.009,0.24,0.0,0.093,-0.315,-0.515
PIH2,0.1,0.0,-0.121,0.0,0.0,-0.502,0.0,0.0
A_24_P918242,0.0,0.192,0.0,0.0,0.0,0.0,-0.405,0.0
TMTC3,-0.266,-0.315,-0.262,-0.125,-0.268,-0.39,0.007,-0.322
FEZ2,0.0,0.0,-0.439,0.0,-0.15,-0.025,0.0,0.0
SPANXN3,-0.254,0.0,-0.605,0.157,0.0,0.257,0.229,-0.206
DKK3,0.488,0.068,0.136,0.13,0.268,0.028,0.435,0.234
A_24_P918335,0.0,0.0,-0.106,0.0,-0.174,-0.173,0.08,-0.76
A_24_P918339,0.0,0.0,0.0,0.0,0.0,-0.233,0.0,-0.151
A_24_P918364,0.0,0.0,0.0,0.0,0.0,0.014,-0.191,0.0
A_24_P918367,-0.65,0.0,0.534,0.0,0.0,0.0,0.233,0.0
NSD1,0.285,0.256,-0.2,-0.066,-0.511,0.332,-0.44,-0.421
POLE,0.0,0.0,0.468,-0.149,0.0,0.147,0.0,0.0
SLC25A28,0.248,0.365,0.231,0.27,-0.003,0.086,0.038,0.079
CSNK1E,0.313,0.018,-0.077,0.195,0.464,0.171,0.366,0.373
LOC401320,0.652,0.837,0.0,0.485,0.699,0.905,0.514,0.804
A_24_P918454,0.0,0.0,0.0,0.0,0.737,0.0,0.0,0.0
A_24_P918458,0.0,-0.383,0.0,0.0,0.0,0.0,0.0,0.0
A_24_P918473,0.0,0.0,-0.599,-0.393,0.0,0.0,0.716,0.314
ITSN1,0.167,-0.856,0.24,-0.276,0.814,0.841,0.65,0.574
A_24_P918507,-0.19,0.07,0.229,-0.084,0.516,0.003,-0.068,0.271
P4HTM,0.549,0.856,0.4,0.309,-0.227,0.239,-0.229,-0.238
DYNLT3,0.15,0.25,0.235,0.056,0.708,0.752,0.37,0.63
TCF4,-0.386,-0.609,-0.477,0.0,0.13,0.196,0.07,0.281
A_24_P918552,-0.115,0.978,0.567,0.23,0.0,0.0,0.678,0.465
A_24_P918561,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.379
COL20A1,0.0,0.33,0.587,0.0,0.103,0.613,1.125,1.349
A_24_P918592,0.0,0.0,0.148,0.0,0.0,0.0,0.027,0.0
A_24_P918608,-1.016,-0.149,-0.099,-0.418,-0.235,-0.115,-0.08,0.08
A_24_P918640,0.0,-0.666,-0.752,-0.987,-0.247,-0.674,-0.815,0.0
RBM4,0.752,0.146,0.0,0.151,0.367,0.319,0.695,0.297
A_24_P918677,0.0,0.0,0.0,0.0,0.0,0.0,-0.015,0.243
A_24_P918693,0.0,0.0,0.0,0.451,0.0,0.0,0.0,-0.392
A_24_P918694,0.0,0.0,-0.101,0.623,0.496,-0.604,0.0,0.503
SESN3,0.656,0.0,0.0,0.0,-0.246,0.131,0.563,0.262
A_24_P918714,0.127,0.2,-0.103,-0.348,0.039,0.694,0.754,0.536
ABHD1,-0.06,0.116,0.865,0.387,0.0,-0.117,-0.485,0.541
APC,0.018,0.273,-0.083,-0.012,-0.355,-0.373,-0.001,-0.32
CHD7,0.033,-0.255,-0.733,0.055,-0.142,-0.113,-0.065,0.056
A_24_P918762,-0.016,-0.182,-0.109,-0.062,-0.02,-0.169,-0.064,-0.049
A_24_P918782,0.0,-0.604,-0.107,0.432,0.015,0.0,0.612,0.0
OAZ1,0.295,0.275,0.361,0.387,0.166,0.275,0.281,0.109
A_24_P918810,-0.208,0.025,0.129,-0.074,0.155,0.126,0.313,0.258
A_24_P918830,-0.092,0.567,-0.091,0.319,-0.123,0.0,0.69,-0.424
RALGAPA1,0.32,-0.364,0.147,-0.347,-1.124,-0.168,0.159,-0.345
A_24_P918863,-0.24,0.147,0.0,0.077,0.682,0.093,-0.144,-0.023
A_24_P918875,0.252,0.167,0.281,0.454,-0.053,0.329,0.387,0.344
LINC00476,0.804,0.363,0.294,-0.099,-0.033,0.087,0.256,-0.023
A_24_P918891,0.046,0.0,-0.271,-0.156,-0.688,-0.968,-0.517,-0.551
LOC154761,0.891,0.379,0.51,0.649,0.916,0.786,0.689,0.763
A_24_P918911,0.0,0.0,0.0,0.408,0.0,0.0,0.0,0.472
A_24_P918926,0.231,-0.709,0.122,-0.501,0.0,0.0,-0.834,-0.444
A_24_P918930,0.0,0.0,0.0,0.016,0.0,-0.178,0.217,-0.462
B4GALNT4,0.0,0.0,-0.101,-0.3,0.0,-1.143,-0.399,0.0
ERBB3,0.0,0.0,-0.352,-0.138,0.0,0.376,0.0,-0.493
A_24_P919008,-0.498,-0.295,0.322,0.425,-0.045,-0.163,-0.215,0.084
A_24_P919016,0.0,0.0,0.0,0.0,0.0,-0.287,-0.226,0.0
A_24_P919020,-0.602,0.0,-0.643,-0.164,0.0,-1.299,0.0,0.0
A_24_P919038,-0.027,0.213,0.096,0.293,0.308,0.0,-0.152,0.228
A_24_P919044,0.0,0.0,0.0,-0.178,0.0,0.0,0.353,0.0
A_24_P919063,-0.298,0.568,0.634,0.502,0.0,0.497,-0.326,0.077
SLC22A16,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.237
ERBB3,-0.027,-0.589,0.631,-0.525,0.139,0.0,-0.332,-1.065
A_24_P919114,0.0,0.0,0.0,0.0,-0.279,0.108,0.889,0.0
A_24_P919142,0.0,0.0,0.0,0.0,0.0,0.0,-0.446,-0.387
A_24_P919150,0.003,0.023,0.385,0.128,0.026,-0.846,0.124,0.829
NXT2,0.416,0.353,0.342,-0.065,0.055,0.67,-0.018,0.227
A_24_P919168,0.35,0.375,0.0,0.0,0.033,0.537,0.015,-0.094
A_24_P919178,0.124,0.0,0.361,0.0,0.0,0.0,0.0,-0.145
A_24_P919224,0.0,-0.624,-0.573,0.0,0.0,0.0,0.78,0.441
A_24_P919230,-0.845,-1.001,-1.086,0.0,-2.371,0.0,-1.929,-1.735
ADCY5,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0
A_24_P919256,0.367,-0.131,0.011,-0.069,-0.444,-0.421,0.378,-0.397
ZNF790,0.084,0.418,0.221,0.545,-0.627,-0.579,-0.696,-0.672
A_24_P919283,0.519,-0.245,-0.399,-0.001,-0.532,-0.219,-0.169,-0.331
A_24_P919293,-0.023,0.437,0.615,0.0,0.0,0.166,0.0,-0.013
FNDC3B,-0.252,-0.182,-0.067,-0.375,-0.167,0.139,-0.146,-0.108
TNC,-0.227,0.395,0.0,0.0,0.0,0.503,0.559,0.254
FTH1,-0.211,-0.078,-0.14,0.026,0.486,-0.016,0.452,0.448
A_24_P919340,0.348,-0.082,0.197,0.167,0.235,0.225,0.025,0.005
A_24_P919358,0.0,0.101,-0.113,0.107,0.37,-0.409,0.826,-0.158
A_24_P919364,-0.193,-0.281,-0.065,-0.609,-0.633,-0.53,-0.511,0.0
A_24_P919370,0.273,0.244,0.119,0.606,0.396,0.332,0.218,0.314
A_24_P919388,0.0,0.0,0.0,0.0,-0.191,-0.307,0.139,-0.284
ATP10D,-0.64,-0.271,0.025,0.065,0.332,0.946,0.82,0.588
A_24_P919403,0.373,0.0,-0.046,0.1,-0.682,0.058,0.593,-0.176
NIPAL3,0.272,0.042,0.478,0.303,-0.394,-0.185,-0.482,-0.299
A_24_P919442,0.0,0.0,0.243,0.0,0.0,0.0,0.0,0.0
A_24_P919452,-0.158,-0.053,0.084,-0.387,-0.446,-0.124,-0.502,-0.461
RPS2,0.324,0.138,-0.065,0.182,0.493,0.473,0.606,0.535
FBXO34,0.127,-0.305,-0.155,0.165,0.456,0.356,-0.116,0.392
A_24_P919502,-0.645,0.558,-0.274,-0.169,0.153,-0.278,-1.168,-0.44
RBM5,0.789,0.384,0.135,0.677,1.054,1.015,0.555,0.48
A_24_P919538,1.139,0.477,0.297,0.271,0.421,0.433,0.325,0.25
A_24_P919553,0.254,0.0,0.092,0.0,0.0,0.0,0.0,0.057
A_24_P919567,0.0,0.0,0.077,0.0,0.232,0.0,0.0,0.0
A_24_P919585,0.448,0.0,0.0,0.116,0.0,0.0,-0.373,-0.281
A_24_P919595,0.0,0.0,0.0,0.0,0.0,0.263,0.0,-0.341
A_24_P919605,0.0,0.0,0.0,0.403,0.568,0.0,0.314,0.241
A_24_P919616,-0.054,-0.334,-0.353,-0.509,-0.315,0.048,0.16,0.205
A_24_P919633,-0.295,0.104,0.127,0.046,0.698,0.212,0.426,0.371
A_24_P919640,0.765,0.197,0.298,0.087,0.771,0.406,0.794,0.2
A_24_P919668,0.166,0.224,0.07,0.329,0.39,0.105,0.467,0.463
A_24_P919683,-0.233,-0.603,-0.639,-0.391,-0.39,0.021,-0.334,-0.6
A_24_P919706,0.0,0.0,0.0,0.583,0.452,0.0,0.0,-0.251
A_24_P919717,-0.485,0.67,0.0,0.669,0.0,-0.362,0.0,0.0
A_24_P919727,0.048,-0.16,0.199,-0.039,0.493,0.219,0.533,0.59
ZNF721,0.316,0.267,0.241,0.289,0.472,0.545,0.556,0.44
A_24_P919750,0.0,0.0,0.0,0.0,0.0,0.0,0.267,-0.467
A_24_P919789,-0.033,0.163,0.265,0.244,0.243,-0.425,-0.099,0.112
A_24_P919805,0.0,0.0,0.0,0.384,0.219,0.077,0.0,0.066
A_24_P919812,-0.113,0.0,0.766,0.298,0.0,0.0,0.0,0.389
A_24_P919825,-0.243,-0.046,0.463,0.0,0.065,0.0,0.052,0.0
A_24_P919840,0.479,0.824,0.796,0.74,1.326,1.267,1.243,1.298
WDR17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068
BDKRB1,0.0,0.0,0.0,0.0,1.787,2.29,1.919,1.268
POLK,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHMT1,0.066,0.026,0.244,-0.014,0.324,-0.43,0.0,0.218
ATPAF1,0.521,0.046,-0.044,-0.246,-1.063,-1.057,-1.764,-1.097
NAT8L,-0.373,-0.111,-0.302,-0.043,-0.333,-0.371,-0.315,-0.411
PTF1A,0.097,0.006,-0.331,0.0,-0.109,0.037,-0.029,-0.127
ARV1,0.143,0.0,0.678,0.0,0.0,-0.093,0.0,-0.188
A_24_P919931,0.346,-0.121,0.126,0.497,-0.434,-0.608,-0.072,0.139
A_24_P919940,0.0,-0.371,0.0,0.0,0.0,0.0,0.09,0.0
A_24_P919958,-0.527,-0.389,-0.468,-0.32,-0.222,0.023,0.156,-0.077
A_24_P919963,-0.225,0.0,0.0,0.0,0.0,-0.109,0.0,0.294
REN,-0.029,0.0,0.0,0.0,0.0,0.352,-0.293,0.0
A_24_P919989,-0.602,-0.092,-0.218,-0.142,-0.365,-0.138,-0.468,-0.437
A_24_P919995,-0.046,0.016,-0.195,0.197,-0.033,0.434,-0.091,0.095
FAM200B,-0.139,0.169,0.004,-0.041,0.127,0.37,0.086,0.047
KIAA1456,0.0,0.0,0.0,0.548,0.0,0.0,0.0,0.0
A_24_P920038,0.0,0.502,0.0,0.0,0.052,0.195,0.974,0.681
LOC100127972,0.0,0.359,-0.531,-0.19,-0.127,0.0,-0.282,0.398
A_24_P920051,0.0,0.0,0.0,0.0,0.585,0.187,0.012,0.238
A_24_P920070,0.0,-0.337,0.049,-0.177,-0.523,0.193,-0.202,-0.632
A_24_P920081,-0.033,-0.463,0.325,-0.259,0.612,0.314,-0.502,-0.132
NR5A2,-0.738,-0.392,-0.143,-0.1,-0.004,0.177,-0.238,0.177
SYF2,0.205,0.099,-0.146,0.028,0.278,0.956,0.332,0.475
PPIA,-0.063,0.008,0.048,0.08,0.173,0.102,0.307,0.069
A_24_P920135,0.28,0.0,0.0,0.0,0.0,0.0,-0.116,0.209
A_24_P920139,0.183,0.0,0.0,0.0,0.826,0.0,-0.203,-0.179
A_24_P920157,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0
YLPM1,-0.053,-0.21,-0.173,-0.137,-0.329,-0.46,-1.202,-0.295
YIPF6,-0.273,-0.252,-0.147,-0.339,-0.242,-0.054,-0.161,-0.075
ZNF24,0.142,0.216,0.102,0.154,0.144,0.063,0.239,0.006
ARHGAP23,-0.604,-0.411,-0.448,-0.396,-0.272,-0.506,-0.385,-0.169
A_24_P920227,-0.078,0.236,0.0,-0.138,-0.726,-0.259,0.0,0.0
A_24_P920247,0.262,0.662,0.0,0.348,-0.14,0.106,0.075,0.095
A_24_P920271,-0.288,-0.815,-0.67,0.0,0.08,-0.059,0.012,0.379
A_24_P920278,-0.797,-0.861,-0.487,-0.001,0.811,0.287,-0.039,0.042
NAIF1,-0.379,-0.101,-0.233,0.192,0.561,0.016,-0.234,-0.17
ZBED5,-0.209,0.126,0.071,0.142,-0.996,-0.943,-0.985,-0.832
A_24_P920333,-0.099,-0.161,-0.064,0.163,0.254,-0.357,0.156,-0.135
A_24_P920344,0.446,0.386,0.658,0.785,0.36,-0.058,0.685,0.469
CEP97,0.344,0.119,0.485,0.55,0.0,-0.214,-0.083,-0.349
A_24_P920366,-0.173,0.0,-0.18,0.0,-0.392,-0.626,0.0,-0.435
A_24_P920376,0.0,0.0,0.0,-0.731,0.0,0.0,0.77,0.0
A_24_P920381,0.0,0.0,0.0,0.181,-0.195,-0.431,0.0,-0.449
A_24_P920388,-0.767,-0.367,-0.599,-0.53,-1.341,-1.097,-1.578,-1.589
PARP14,-0.079,-0.037,0.0,0.003,0.122,-0.008,0.503,0.108
EPM2A,0.328,-0.113,-0.128,0.091,0.21,0.116,0.492,0.004
STXBP3,0.0,-0.18,0.07,-0.009,-0.05,0.642,0.176,0.212
A_24_P920440,0.0,0.207,0.0,0.219,0.0,0.254,0.0,0.0
C14ORF132,0.258,-0.132,0.0,0.322,0.0,-0.385,-0.381,-0.342
A_24_P920463,0.0,0.0,0.0,0.274,0.0,0.0,0.0,0.0
A_24_P920484,-0.528,-0.046,0.023,-0.419,-0.26,-0.847,-0.307,-0.334
COMMD6,0.039,0.083,-0.003,0.069,0.443,0.73,0.187,0.328
SORBS1,0.404,-0.023,0.244,0.149,0.0,0.54,0.468,0.0
GSTM3,0.0,-0.329,0.568,0.432,0.132,0.623,0.52,0.278
A_24_P920544,-0.448,-0.475,0.236,0.768,-0.198,0.438,-0.126,0.148
A_24_P920555,-0.169,-0.005,-0.272,-0.238,-0.27,-0.056,-0.247,-0.336
A_24_P920573,0.0,0.089,-0.015,0.0,0.0,0.0,-0.475,0.592
A_24_P920579,0.0,0.354,0.0,0.0,0.217,0.0,0.0,-0.119
A_24_P920585,0.0,0.0,0.437,0.0,0.156,0.726,0.31,0.329
A_24_P920610,0.0,0.0,0.131,0.0,0.322,0.0,-0.402,0.0
A_24_P920629,-0.803,0.266,0.0,-0.061,0.167,0.142,0.209,0.0
CYP19A1,0.0,0.0,0.045,0.0,0.465,-0.379,0.0,0.055
A_24_P920662,0.0,-0.21,0.0,0.0,0.06,0.933,0.279,0.158
A_24_P920664,0.355,0.027,0.097,0.126,1.08,0.972,1.083,0.93
A_24_P920677,-0.211,-0.605,-0.257,0.663,0.44,0.0,0.0,-0.623
LUC7L3,-0.697,-0.232,-0.242,-0.152,0.36,0.699,-0.14,0.012
A_24_P920712,-0.154,0.0,0.0,0.0,0.0,0.0,0.53,0.513
A_24_P920715,0.0,0.0,-0.315,0.0,0.0,0.0,0.0,0.0
GDPD1,-0.322,0.021,-0.038,-0.094,-1.904,-1.656,-1.93,-2.099
LOC100506242,0.0,0.0,-0.148,0.0,-0.208,0.638,0.0,0.0
CLASRP,0.355,0.443,-0.053,0.536,-0.252,-0.333,0.0,-0.572
WWC1,0.0,0.0,-0.333,0.0,0.0,0.0,0.0,0.146
A_24_P920792,-0.745,0.38,0.172,-0.182,0.531,0.036,0.645,0.648
TMEM223,-0.218,-0.611,-0.32,-0.207,0.0,-0.365,-0.291,0.28
SSFA2,0.209,-0.309,-0.186,-0.133,0.099,0.132,-0.345,-0.242
A_24_P920826,0.0,-0.934,0.135,-0.462,0.692,0.0,0.0,0.0
A_24_P920851,-0.026,0.349,0.519,-0.575,-0.154,0.0,0.0,0.0
A_24_P920861,0.0,0.313,-0.276,0.191,-0.397,-0.09,0.754,-0.581
ZSCAN18,0.052,0.112,0.117,0.164,0.176,0.258,0.104,0.24
C8ORF59,0.326,0.549,0.03,0.788,0.796,1.024,0.812,0.739
A_24_P920922,0.556,0.696,0.261,0.656,-0.74,-0.855,-0.44,-0.587
A_24_P920926,-0.535,0.025,-0.219,-0.564,-0.014,0.0,0.485,0.0
A_24_P920938,0.152,0.206,-0.09,0.103,-0.096,0.219,-0.026,0.021
A_24_P920949,0.114,-0.531,-0.272,0.184,0.039,0.833,-0.082,0.188
GEN1,0.546,0.78,0.838,0.763,-0.882,-0.098,-0.555,-0.595
ASB7,0.176,0.314,0.307,0.411,0.205,0.321,0.533,0.436
PGLS,0.084,0.324,0.316,0.433,0.169,0.262,0.349,0.233
PANK3,0.442,-0.053,0.295,0.195,0.304,0.418,0.315,0.631
A_24_P921036,-0.086,-0.114,-0.203,0.475,0.225,0.999,0.103,0.351
A_24_P921050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302
A_24_P92106,-0.325,-0.359,-0.234,-0.414,-0.409,-0.256,-0.171,-0.696
A_24_P921062,0.329,-0.024,0.56,-0.189,0.275,0.239,0.0,-0.168
A_24_P921069,-0.209,0.015,0.0,0.227,0.0,0.0,0.0,0.0
CAPN8,0.124,-0.025,0.19,0.226,0.537,0.327,0.136,0.435
A_24_P921103,0.969,0.431,0.107,0.621,0.196,0.243,0.077,0.021
TXK,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
PDE4B,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0
NUFIP2,-0.005,0.244,0.164,0.242,-0.003,0.006,-0.066,-0.158
C3ORF17,0.513,0.143,0.268,0.001,-0.084,0.058,0.024,0.106
A_24_P921167,-0.321,0.0,-0.552,-0.325,1.946,1.417,0.338,1.097
A_24_P921174,0.407,0.0,0.0,0.0,0.191,0.0,0.0,0.0
A_24_P921186,-0.126,-0.014,0.069,0.023,-0.052,-0.347,-0.44,-0.297
LSM14B,-0.496,0.222,0.145,-0.138,-0.425,-0.414,0.135,-0.154
PEX14,-0.491,-0.085,-0.078,-0.301,-0.262,-0.152,-0.274,-0.353
A_24_P921260,-0.165,-0.118,-0.158,-0.224,-0.583,-0.456,-0.626,-0.611
LOC100506831,-0.365,-0.113,-0.119,-0.138,-0.678,-0.639,-0.785,-0.577
PTPRJ,0.596,0.498,0.337,0.206,0.273,0.39,0.607,0.208
A_24_P921343,-0.153,-0.798,0.0,-0.139,0.0,0.0,0.0,0.0
CALD1,0.028,-0.105,-0.089,-0.203,0.727,0.826,0.627,0.889
A_24_P921376,-0.062,0.0,-0.517,0.0,0.0,0.0,0.531,0.102
A_24_P921390,0.0,0.116,0.0,-0.342,0.0,0.0,0.0,0.31
A_24_P921402,-0.322,0.0,-0.008,0.152,0.0,0.0,-0.291,-0.323
A_24_P921421,0.118,0.0,-0.506,-0.787,0.0,0.946,-0.209,-0.788
A_24_P921426,-0.564,0.0,-0.295,-0.517,0.452,0.168,0.0,0.068
FBN2,0.048,0.414,0.0,-0.279,0.258,0.372,0.401,0.422
EMP1,-0.214,0.238,-0.551,0.465,-0.458,-0.226,-0.669,-0.488
METTL23,-0.214,-0.101,-0.177,0.051,-0.277,-0.34,-0.508,-0.492
A_24_P921485,0.076,0.494,0.342,0.14,0.601,0.079,0.21,0.483
A_24_P921502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.124
A_24_P921519,0.397,0.744,-0.417,0.609,0.182,0.575,-0.353,0.078
A_24_P921546,-0.443,-0.251,-0.246,-0.191,0.297,-0.184,-0.281,0.199
ZNF826P,0.817,1.36,1.285,1.308,0.726,1.055,0.701,0.478
ALDOA,-0.001,-0.121,-0.024,-0.06,0.157,-0.241,0.042,0.022
A_24_P921597,0.137,0.398,0.413,0.24,0.08,0.288,0.005,0.219
PAR5,0.0,0.0,0.0,0.0,-0.113,-0.648,0.496,0.0
A_24_P921623,1.044,0.537,0.348,0.889,0.884,1.091,0.945,0.651
A_24_P92163,-0.071,-0.014,-0.015,0.11,0.048,0.186,-0.166,0.13
A_24_P921636,0.0,0.0,0.297,0.0,0.0,0.0,-0.161,0.0
A_24_P921649,0.073,0.0,0.608,0.0,0.232,-0.831,-0.223,0.0
RBM47,-0.319,0.043,0.0,0.0,0.174,-0.254,0.773,0.0
A_24_P92168,0.282,-0.077,-0.15,-0.127,0.046,0.052,0.17,0.031
FOXP2,0.0,0.046,-0.417,0.696,0.0,-0.499,0.0,0.216
A_24_P921719,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0
A_24_P921727,0.0,0.764,0.0,-0.384,0.0,0.0,1.069,-0.041
A_24_P921738,0.421,0.055,0.086,0.089,0.495,0.721,-0.13,0.106
A_24_P92174,0.0,-0.284,0.0,0.884,0.0,0.351,0.428,-0.039
A_24_P921771,0.0,0.0,0.0,0.453,-0.28,0.0,0.209,0.0
A_24_P921801,0.474,-0.344,-0.104,-0.236,-0.098,-0.12,0.136,-0.015
TCF7L2,-0.623,-0.458,-0.437,-0.291,0.361,0.223,0.213,0.465
PABPC1L,0.313,-0.155,-0.472,-0.526,-0.355,-0.369,-0.808,-0.833
A_24_P921832,0.035,0.0,0.0,0.0,0.0,-0.171,-0.002,-0.11
A_24_P921850,0.276,-0.72,-0.201,0.185,-0.243,-0.557,-0.268,-0.28
A_24_P921857,-0.196,0.091,-0.013,0.218,-0.395,0.438,0.309,0.423
A_24_P921862,0.0,0.0,0.0,0.259,0.0,-0.301,0.669,0.0
HOOK1,0.0,0.0,0.0,-0.232,0.0,0.0,-0.188,0.0
DBIL5P2,0.119,-0.676,-0.056,-0.153,0.373,-0.788,-0.062,-0.42
SRSF1,-0.854,-0.48,-0.352,-0.646,-0.539,-0.616,-0.947,-0.908
A_24_P921947,0.017,0.156,0.154,0.195,0.0,0.16,0.488,0.0
A_24_P921957,-0.608,-0.166,0.039,0.0,0.577,0.057,0.339,0.213
NEK3,0.0,0.0,0.0,0.0,0.061,0.349,0.0,-0.16
A_24_P921980,-0.26,0.191,0.289,0.26,0.17,0.019,0.046,-0.264
A_24_P921986,0.0,0.0,0.0,0.0,0.0,-0.477,0.0,0.0
A_24_P921991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
A_24_P922005,0.0,0.084,-0.795,0.102,0.948,0.092,0.146,-0.11
KLK2,0.0,0.0,0.0,0.0,0.0,-0.505,0.0,0.432
SNRNP35,-0.367,-0.277,-0.109,-0.552,-1.123,-0.614,-1.03,-1.029
KIAA0895L,0.415,-0.572,0.0,-0.136,-0.036,-0.209,-0.081,0.918
A_24_P922096,0.0,0.0,0.601,0.0,-0.44,0.0,0.0,0.0
A_24_P922101,-0.039,-0.272,-0.148,-0.135,-0.132,-0.235,-0.132,-0.121
A_24_P922120,0.766,0.579,0.073,0.7,0.366,0.965,0.001,0.12
LOC100190986,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0
CREM,0.0,0.0,0.0,0.0,0.0,0.0,-0.055,0.0
A_24_P922173,0.0,-0.322,0.0,0.0,0.0,-0.262,0.0,0.0
A_24_P922182,0.0,0.0,0.428,0.53,0.0,0.0,0.0,0.0
A_24_P922199,-0.44,0.583,0.164,0.388,-0.319,-0.512,-0.574,0.024
A_24_P922208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452
A_24_P922213,-0.394,0.164,0.107,0.155,-0.036,-0.463,0.257,0.027
ZNF497,-0.498,0.057,-0.111,-0.131,0.0,-0.533,0.073,-0.594
SPATA5L1,0.786,0.829,0.0,0.436,0.331,1.235,0.0,0.195
SRGAP1,-0.857,-0.793,-0.336,-0.701,1.25,1.482,1.025,0.932
A_24_P922271,0.0,0.006,-0.136,0.419,-0.531,0.024,0.009,-0.065
TMCC1,-0.538,0.073,0.126,0.213,-0.125,0.085,0.233,-0.175
TEF,0.042,0.025,0.075,0.069,0.052,0.4,0.32,0.149
A_24_P922327,-0.616,-0.427,-0.1,-0.398,-0.044,-0.4,-0.108,0.251
A_24_P922331,0.0,0.0,0.0,0.0,0.506,0.0,0.0,0.34
A_24_P922349,-0.367,0.728,0.0,0.042,-0.193,0.095,0.613,-0.46
C22ORF39,-0.141,0.29,0.27,0.153,-0.679,-0.417,-0.653,-0.61
SH3YL1,0.193,0.553,0.843,0.205,0.21,-0.608,0.006,0.035
ERG,-0.445,-0.012,-0.229,0.007,-0.292,-0.554,-0.381,-0.346
A_24_P922387,-0.092,0.33,-0.243,0.25,0.14,0.442,-0.088,-0.285
ZXDC,0.119,0.196,0.009,0.383,-0.377,0.04,-0.118,0.046
A_24_P922401,0.28,0.0,0.0,0.336,0.0,0.0,0.0,0.0
